engine,tp,sl,filter,train_n,train_final,train_multiple,train_dd,train_wr,train_pos_years,modern_final,modern_dd,train_score,retain_train,selection,oos_final,oos_multiple,oos_dd,oos_wr,oos_trades,oos_pos_years,full_final,full_dd,oos_ret_2023,oos_ret_2024,oos_ret_2025,oos_ret_2026
A,15,20,close>=0.85,109,504.6109999999994,1.6820366666666648,0.3375545041284002,0.5779816513761468,4,574.3169999999998,0.1064386644374367,0.38544576067829484,0.4954545454545455,robust2018_22,594.8459999999995,1.9828199999999985,0.28634044660440255,0.6181818181818182,110,3,1412.4929999999974,0.3375545041284002,0.2602900000000008,0.04036901559693851,-0.07246472607093013,0.6304029645384637
A,20,8,close>=0.85,109,529.4779999999998,1.764926666666666,0.7356674115466415,0.4954128440366973,3,1753.8430000000037,0.49882037442504085,-0.14601590386756585,0.4954545454545455,modern2020_22,410.0669999999993,1.3668899999999977,0.6726908319717643,0.37272727272727274,110,3,701.4509999999987,0.7356674115466415,0.617046666666669,0.26531701826786946,0.09814555661811175,-0.3916524618472649
A,15,8,close>=0.85,109,399.5229999999981,1.331743333333327,0.7478177225443453,0.4954128440366973,3,1157.549000000002,0.49158538269373264,-0.4431453692307862,0.4954545454545455,modern2020_22,270.3479999999995,0.9011599999999983,0.5054519357651621,0.4,110,1,411.0319999999974,0.7478177225443453,0.3499133333333331,-0.14723414342649266,-0.008686889745995408,-0.21031231378597248
A,15,8,trend+close,155,357.75,1.1925,0.7735994072501299,0.47096774193548385,2,1027.770000000003,0.6058830082486111,-0.665691942273915,0.7045454545454546,modern2020_22,205.92500000000086,0.6864166666666696,0.6397125550277257,0.3959731543624161,149,1,255.32200000000125,0.7735994072501299,0.20293000000000272,-0.06360580693251727,-0.22194273877339588,-0.21679186079680446
A,15,8,TPspread+close,155,357.75,1.1925,0.7735994072501299,0.47096774193548385,2,1027.770000000003,0.6058830082486111,-0.665691942273915,0.7045454545454546,modern2020_22,205.92500000000086,0.6864166666666696,0.6397125550277257,0.3959731543624161,149,1,255.32200000000125,0.7735994072501299,0.20293000000000272,-0.06360580693251727,-0.22194273877339588,-0.21679186079680446
A,15,8,prevRoom+trend,87,72.02099999999905,0.24006999999999684,0.8194346945324744,0.40229885057471265,1,1363.8230000000035,0.5524554192980692,-1000000000.0,0.9,modern2020_22,204.78300000000058,0.6826100000000019,0.6492435926064277,0.3904109589041096,146,0,72.02099999999905,0.8194346945324744,-0.11036999999999886,-0.015384673028861262,-0.11416263609137556,-0.12028369769270064
A,15,8,prevRoom>=0,87,72.02099999999905,0.24006999999999684,0.8194346945324744,0.40229885057471265,1,1363.8230000000035,0.5524554192980692,-1000000000.0,0.9,modern2020_22,204.78300000000058,0.6826100000000019,0.6492435926064277,0.3904109589041096,146,0,72.02099999999905,0.8194346945324744,-0.11036999999999886,-0.015384673028861262,-0.11416263609137556,-0.12028369769270064
B,20,25,mom>=0.15,464,826.9280000000042,2.756426666666681,0.2762426036159345,0.5237068965517241,4,706.9110000000039,0.2683249302915969,0.9555627007264291,0.9626556016597511,robust2018_22,2038.7339999999995,6.795779999999998,0.4126803971337179,0.56957928802589,309,4,6363.541000000001,0.46105284730679236,0.1705700000000001,0.7595017811835334,0.4788067701808998,1.2312117093158408
B,20,25,trend+mom,472,744.3190000000027,2.4810633333333425,0.2782434780565296,0.5190677966101694,4,745.7560000000037,0.2777224703815848,0.8466135520081144,0.979253112033195,robust2018_22,2031.9849999999979,6.773283333333326,0.4839322533733566,0.569620253164557,316,4,5427.986999999997,0.5321404281096302,0.25271333333333357,1.0180328566791093,0.19591115564901918,1.2403733248069182
B,20,20,mom>=0.15,464,803.6460000000054,2.678820000000018,0.33849801748220093,0.5237068965517241,4,803.7310000000057,0.3365619056692296,0.8473503853576603,0.9626556016597511,robust2018_22,1935.5959999999982,6.45198666666666,0.4809026680480029,0.5469255663430421,309,4,4982.576000000002,0.5580586386349481,0.15337999999999963,0.7387706855792049,1.186686700828889,0.47126929543720175
B,20,20,trend+mom,472,915.2170000000056,3.0507233333333517,0.33310023385840376,0.5190677966101694,4,916.6350000000064,0.33233385254413284,0.9844035759451586,0.979253112033195,robust2018_22,1589.652999999997,5.298843333333323,0.5315975275119218,0.5474683544303798,316,4,5439.089999999997,0.5475211733335635,0.23552333333333308,1.2818508756073768,0.35927494490318157,0.3827241785129958
B,20,20,mom>=0,474,916.2980000000059,3.0543266666666864,0.3325156700753107,0.5210970464135021,4,914.6800000000067,0.355297363842238,0.9863608812009106,0.983402489626556,robust2018_22,1514.1159999999977,5.047053333333325,0.5023838926000482,0.5471698113207547,318,4,5131.424,0.5485756980059047,0.23552333333333308,0.7098530447286915,0.5370205863650539,0.5543487633916302
B,20,20,trend=3,413,1107.7150000000067,3.692383333333356,0.32518147134827063,0.5254237288135594,4,1321.2050000000086,0.2874176166562806,1.1860120870408957,0.8568464730290456,robust2018_22,1109.6919999999977,3.698973333333326,0.5647720247427194,0.5498281786941581,291,4,5672.525999999994,0.5988256492582087,0.21099333333333492,0.7018728426801186,0.5360051238340671,0.1684756742185891
B,15,20,trend+mom,472,880.681000000005,2.93560333333335,0.3581276548397446,0.5254237288135594,4,652.0370000000044,0.3993960947007215,0.9147111142896058,0.979253112033195,robust2018_22,1020.3219999999994,3.4010733333333314,0.5608287911619887,0.5727848101265823,316,4,3175.8250000000057,0.6097832093652529,0.22310999999999837,0.5823678982266569,0.3869963814730002,0.2669739557593114
B,20,20,break>=0.05,305,858.2449999999999,2.860816666666666,0.35547214528665455,0.5377049180327869,4,1129.8590000000008,0.3061525074490812,0.892415421236888,0.6327800829875518,robust2018_22,845.7950000000001,2.819316666666667,0.42294422543046495,0.5294117647058824,187,3,2138.042999999999,0.5642597999096051,0.03516666666666657,-0.03444211882144188,0.2866094832818591,1.1923430837621014
B,20,20,break+trend,304,857.6929999999998,2.858976666666666,0.35547214528665455,0.5361842105263158,4,1129.3070000000007,0.30631173892232777,0.8917487621604772,0.6307053941908713,robust2018_22,845.7950000000001,2.819316666666667,0.42294422543046495,0.5297297297297298,185,4,2521.1089999999986,0.538368639170563,0.03516666666666657,0.029959748832720123,0.20615968535643958,1.1923430837621014
B,15,20,trend=3,413,1155.3480000000063,3.851160000000021,0.37503734421637436,0.5326876513317191,4,1150.7670000000066,0.29329866486481854,1.1656400551455308,0.8568464730290456,robust2018_22,788.0599999999997,2.6268666666666656,0.5711711421813912,0.5738831615120275,291,3,3660.7960000000076,0.6250220748793751,0.23702333333333314,0.483197568356301,0.5498205931779934,-0.07619628162145686
B,15,20,break>=0.05,305,698.400000000001,2.3280000000000034,0.3918439965880609,0.5442622950819672,4,963.6510000000021,0.2998358049513899,0.6439863098267153,0.6327800829875518,modern2020_22,649.6470000000002,2.1654900000000006,0.4101178795596565,0.5614973262032086,187,2,1636.699000000001,0.5017808518282749,-0.04694333333333356,-0.03257938492639256,0.33638585404299115,0.7574794330807497
B,15,20,break+trend,304,697.8480000000009,2.326160000000003,0.3918439965880609,0.5427631578947368,4,963.099000000002,0.2999847059035223,0.643169980801205,0.6307053941908713,modern2020_22,645.8570000000002,2.1528566666666675,0.4101178795596565,0.5621621621621622,185,3,1480.3970000000008,0.5021010467663524,-0.04694333333333356,0.03737098528594185,0.23349471682591316,0.7653263433527302
B,20,12,close>=0.85,213,959.9630000000091,3.1998766666666967,0.478988936129792,0.539906103286385,4,650.0160000000053,0.46461535283423905,0.8493866523832312,0.44190871369294604,robust2018_22,621.7139999999977,2.0723799999999923,0.7281567192240498,0.4645161290322581,155,3,2136.4829999999997,0.7680732019269773,0.4248433333333348,0.04876091640483993,0.39576083659010974,-0.006392696982966628
B,20,12,trend=3,413,606.4190000000099,2.0213966666666994,0.6533592873008623,0.49878934624697335,3,1194.9350000000172,0.5031789957948248,0.09229270925648508,0.8568464730290456,modern2020_22,504.407000000002,1.6813566666666733,0.6587504408555678,0.47079037800687284,291,3,1651.7560000000142,0.6677773133007029,0.1447466666666697,-0.22836202478568235,0.4958811165325083,0.2724472574904062
B,15,12,trend=3,413,649.2180000000101,2.1640600000000334,0.6366841156863011,0.5060532687651331,3,1031.1730000000132,0.505742254614425,0.1812306989537903,0.8568464730290456,modern2020_22,388.85200000000077,1.2961733333333358,0.610416828206518,0.4948453608247423,291,1,639.7930000000126,0.7388801941089862,-0.17064999999999908,-0.05741444102811011,0.6580760702711861,0.0
B,20,8,close>=0.85,213,1172.8120000000129,3.909373333333376,0.5697043328497413,0.4835680751173709,4,685.7110000000082,0.5654916870519718,0.9363022809080928,0.44190871369294604,robust2018_22,369.85099999998897,1.23283666666663,0.8653834813069113,0.3741935483870968,155,2,1617.32999999997,0.8803802503682937,0.3056999999999994,0.3725536749125351,-0.06657205617854345,-0.26302627672357515
B,15,12,break>=0.05,305,455.12200000000485,1.5170733333333495,0.6341875478852408,0.5180327868852459,3,919.4800000000087,0.6488874622905735,-0.17073385930346724,0.6327800829875518,modern2020_22,115.83199999999988,0.38610666666666627,0.6491257830391011,0.43037974683544306,79,0,357.89000000000465,0.854274804299551,-0.35062000000000126,-0.4054226082314407,0.0,0.0
B,15,12,break+trend,304,454.29400000000464,1.5143133333333487,0.6347273074890961,0.5164473684210527,3,915.9280000000083,0.6503785496401204,-0.17325848151519818,0.6307053941908713,modern2020_22,115.83199999999988,0.38610666666666627,0.6491257830391011,0.43037974683544306,79,0,356.40300000000457,0.846428138240677,-0.35062000000000126,-0.4054226082314407,0.0,0.0
C,30,20,Thu-Fri,522,379.30799999999863,1.2643599999999955,0.4152940009812213,0.4827586206896552,3,381.1089999999997,0.3864760550505307,-0.07933050190932806,0.4003067484662577,robust2018_22,1736.4249999999902,5.788083333333301,0.8793100419120665,0.48284960422163586,379,3,1978.0279999999848,0.8867097249259945,0.2813266666666596,2.686449981529576,-0.01869287484546034,0.24871006597990175
C,30,20,trend+lowSpread,193,198.72599999999989,0.6624199999999996,0.35098221721451894,0.38860103626943004,0,1147.0669999999993,0.5013759233878963,-1000000000.0,0.6349693251533742,modern2020_22,1088.711000000003,3.6290366666666767,0.9019619629998926,0.4931740614334471,586,3,198.72599999999989,0.35098221721451894,0.20482999999999718,1.3304062260512701,0.6215406678910558,-0.2029123022035184
C,25,20,Thu-Fri,522,377.6599999999987,1.2588666666666624,0.4430031537919124,0.4827586206896552,3,380.6779999999999,0.37747286623933,-0.11252280407191717,0.4003067484662577,robust2018_22,959.7319999999959,3.199106666666653,0.8852821401435444,0.49076517150395776,379,2,1214.3399999999947,0.8798696043165477,0.20072666666666228,3.141425470131992,-0.3405808759257204,-0.024396888583476106
C,30,20,trend+mom,667,416.1689999999994,1.387229999999998,0.4936367058023611,0.4707646176911544,3,419.53800000000024,0.6009157033136311,-0.0837327767951167,0.5115030674846626,robust2018_22,751.718000000003,2.5057266666666766,0.8959770375124756,0.4860215053763441,465,2,1080.018000000001,0.9166843556862169,0.30849333333333173,2.3731441759988856,-0.05754987648410126,-0.3976222796690161
C,30,20,trend>=2,193,198.72599999999989,0.6624199999999996,0.35098221721451894,0.38860103626943004,0,1122.3579999999988,0.475722013875482,-1000000000.0,0.6441717791411042,modern2020_22,696.7620000000038,2.3225400000000125,0.919010966268407,0.48747913188647746,599,3,198.72599999999989,0.35098221721451894,0.1857566666666648,1.3751865897162858,0.17746574223770795,-0.29963954799761083
C,20,20,Thu-Fri,522,371.2079999999987,1.2373599999999958,0.4151377043285219,0.49233716475095785,3,371.94000000000005,0.3383143784172193,-0.09963055910703861,0.4003067484662577,robust2018_22,521.0249999999992,1.7367499999999974,0.8833844371829417,0.5092348284960422,379,2,799.4819999999959,0.8955858420772025,0.1600166666666618,1.4811655004956954,-0.3016162917015087,-0.1359810953111399
C,20,25,break>=0.10,600,394.5250000000003,1.3150833333333345,0.48014983457480925,0.47333333333333333,3,412.1439999999993,0.4821873440938529,-0.12119767810314791,0.4601226993865031,robust2018_22,249.8549999999998,0.8328499999999993,0.22836389241473937,0.4166666666666667,12,0,227.40400000000545,0.7319316378759505,-0.1671500000000007,0.0,0.0,0.0
C,15,25,break>=0.10,600,379.6320000000003,1.265440000000001,0.4337621671656477,0.48333333333333334,3,366.3199999999997,0.47934317619934,-0.0984210676499157,0.4601226993865031,robust2018_22,248.68899999999985,0.8289633333333328,0.22918920259241982,0.4166666666666667,12,0,236.68400000000224,0.661314879684958,-0.17103666666666717,0.0,0.0,0.0
C,15,25,Thu-Fri,522,385.676999999999,1.2855899999999967,0.3151699152701343,0.5057471264367817,3,387.68100000000004,0.31149727617306483,0.06710208079852209,0.4003067484662577,robust2018_22,248.07600000000252,0.8269200000000084,0.7138813824983625,0.5382165605095541,314,2,241.9720000000027,0.8218114738706344,0.2049933333333298,0.36549856430741823,-0.396148898455302,-0.16774245494437523
C,30,25,trend+lowSpread,109,248.75399999999968,0.8291799999999989,0.2015471280232385,0.4036697247706422,0,1040.0530000000006,0.4531948610560861,-1000000000.0,0.6349693251533742,modern2020_22,246.37499999999977,0.8212499999999993,0.23394669419431938,0.42105263157894735,19,0,248.75399999999968,0.2015471280232385,-0.17875000000000074,0.0,0.0,0.0
C,30,25,trend>=2,109,248.75399999999968,0.8291799999999989,0.2015471280232385,0.4036697247706422,0,1039.7770000000007,0.43662756514290246,-1000000000.0,0.6441717791411042,modern2020_22,246.37499999999977,0.8212499999999993,0.23394669419431938,0.42105263157894735,19,0,248.75399999999968,0.2015471280232385,-0.17875000000000074,0.0,0.0,0.0
C,10,25,trend>=2,192,246.28399999999897,0.8209466666666633,0.26865742555440913,0.3958333333333333,0,974.7019999999991,0.35461632335105814,-1000000000.0,0.6441717791411042,modern2020_22,240.60499999999956,0.8020166666666652,0.2858245349496447,0.47368421052631576,19,0,246.28399999999897,0.26865742555440913,-0.19798333333333484,0.0,0.0,0.0
C,10,25,trend+lowSpread,192,246.28399999999897,0.8209466666666633,0.26865742555440913,0.3958333333333333,0,951.0579999999989,0.3345147412874463,-1000000000.0,0.6349693251533742,modern2020_22,240.60499999999956,0.8020166666666652,0.2858245349496447,0.47368421052631576,19,0,246.28399999999897,0.26865742555440913,-0.19798333333333484,0.0,0.0,0.0
C,15,20,break>=0.05,632,329.2119999999993,1.097373333333331,0.5261114008058788,0.48417721518987344,2,328.9329999999991,0.5277731537530274,-0.43966145296889525,0.48466257668711654,robust2018_22,198.15900000000033,0.6605300000000011,0.5707741094210963,0.5207667731629393,313,1,188.93399999999974,0.6417463853993842,-0.02079333333333655,0.09494420653454672,-0.3839354832692372,0.0
C,15,20,Thu-Fri,522,372.07299999999873,1.2402433333333291,0.44969461200617405,0.5019157088122606,3,380.67899999999986,0.3327873414017759,-0.13806276085758057,0.4003067484662577,robust2018_22,195.4189999999992,0.651396666666664,0.8659768643967253,0.5206611570247934,363,2,315.45699999999715,0.8924960220579332,0.19506333333332804,0.70961371642787,-0.28797788977190075,-0.5522216035507173
C,10,20,break>=0.10,600,326.66399999999885,1.088879999999996,0.5215104682975448,0.52,2,328.42699999999854,0.5567530253722739,-0.44166849289998267,0.4601226993865031,robust2018_22,191.1989999999994,0.637329999999998,0.6211322893280421,0.6039603960396039,303,1,197.86299999999824,0.6635606664750948,-0.16464333333333803,0.1483837243173598,-0.3356370724791775,0.0
C,15,20,mom>=0.15,615,350.3179999999977,1.167726666666659,0.4604310369501155,0.5008130081300813,2,364.2529999999997,0.4514187552829954,-0.2912665098668997,0.47162576687116564,robust2018_22,190.9570000000001,0.6365233333333337,0.5269055629605038,0.48717948717948717,78,0,191.9589999999978,0.639772032082152,-0.36347666666666634,0.0,0.0,0.0
C,20,20,break>=0.05,632,402.80799999999886,1.3426933333333295,0.5368619704398749,0.47310126582278483,2,490.9479999999976,0.5288780773532566,-0.2513451394480588,0.48466257668711654,robust2018_22,185.37300000000232,0.6179100000000077,0.7029883341050753,0.5045045045045045,333,2,196.60300000000166,0.7110377203193496,0.004463333333330821,0.2281019051632962,-0.49909342700803483,0.0
